Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44.0,,Travel_Rarely,1117,,2,,Life Sciences,1,1246,1.0,Female,72,4,1,,4.0,,2011.0,19982,1,Y,No,13,3.0,4,80,1,10.0,5,3,,5,7,7
19.0,,Non-Travel,504,Research & Development,10,,Medical,1,1248,1.0,Female,96,2,1,Research Scientist,2.0,,1859.0,6148,1,Y,Yes,25,,2,80,0,1.0,2,4,1.0,1,0,0
,No,Travel_Rarely,1010,Research & Development,1,,Life Sciences,1,1249,,Female,97,3,1,Research Scientist,,,,5598,1,Y,No,15,,1,80,3,3.0,5,3,3.0,2,1,2
54.0,No,Travel_Rarely,685,,3,3.0,Life Sciences,1,1250,4.0,Male,85,3,4,Research Director,4.0,Married,17779.0,23474,3,Y,No,14,,1,80,0,,2,3,,9,0,9
31.0,No,Travel_Rarely,1332,Research & Development,11,2.0,Medical,1,1251,3.0,Male,80,3,2,,1.0,,6833.0,17089,1,Y,Yes,12,3.0,4,80,0,6.0,2,2,6.0,5,0,1
,,Travel_Rarely,1062,,24,3.0,Medical,1,1252,,Female,96,2,2,Healthcare Representative,1.0,,6812.0,17198,1,Y,No,19,3.0,2,80,0,,2,3,,9,1,8
,,Travel_Rarely,326,,3,3.0,Life Sciences,1,1254,3.0,Female,48,2,2,Sales Executive,4.0,Single,5171.0,16490,5,Y,No,17,,4,80,0,,2,3,6.0,1,0,5
43.0,No,Travel_Rarely,920,,3,3.0,Life Sciences,1,1255,,Male,96,1,5,Research Director,,,19740.0,18625,3,Y,No,14,3.0,2,80,1,,2,3,8.0,7,0,7
49.0,,Travel_Rarely,1098,,4,2.0,Medical,1,1256,1.0,Male,85,2,5,,,Married,18711.0,12124,2,Y,No,13,,3,80,1,,2,4,1.0,0,0,0
36.0,,Travel_Frequently,469,,3,3.0,Technical Degree,1,1257,3.0,Male,46,3,1,,2.0,,,9256,1,Y,No,12,3.0,3,80,0,12.0,2,2,11.0,10,0,7
48.0,No,Travel_Rarely,969,,2,2.0,Technical Degree,1,1258,4.0,Male,76,4,1,,2.0,Single,2559.0,16620,5,Y,No,11,,3,80,0,,4,2,,0,0,0
,No,Travel_Rarely,1167,Research & Development,4,2.0,Life Sciences,1,1259,,Male,76,3,1,Research Scientist,,Divorced,2517.0,3208,1,Y,No,11,,2,80,3,5.0,2,3,5.0,3,0,3
,No,Travel_Rarely,1329,Research & Development,7,,Life Sciences,1,1260,3.0,Male,82,3,2,Healthcare Representative,4.0,Divorced,6623.0,4204,1,Y,Yes,11,3.0,2,80,2,6.0,2,3,6.0,0,1,0
,No,Travel_Rarely,715,Research & Development,1,3.0,Life Sciences,1,1263,,Male,76,2,5,,4.0,Single,18265.0,8733,6,Y,No,12,,3,80,0,,3,4,,0,0,0
29.0,No,Travel_Rarely,694,Research & Development,1,,Life Sciences,1,1264,4.0,Female,87,2,4,Research Director,,Divorced,,3423,3,Y,No,14,3.0,2,80,2,9.0,2,2,,7,1,7
,No,Travel_Rarely,1320,Research & Development,20,,Technical Degree,1,1265,,Female,89,4,1,Research Scientist,3.0,Married,2585.0,21643,0,Y,No,17,3.0,4,80,0,2.0,5,2,1.0,0,0,0
44.0,No,Travel_Rarely,1099,,5,3.0,Marketing,1,1267,,Male,88,3,5,,,Married,,8751,7,Y,No,11,,3,80,1,26.0,5,3,,9,3,10
33.0,No,Travel_Rarely,536,Sales,10,,Marketing,1,1268,4.0,Male,82,4,3,Sales Executive,3.0,Divorced,,21708,0,Y,Yes,14,,4,80,2,10.0,3,3,9.0,8,0,8
19.0,,Travel_Rarely,265,,25,3.0,Life Sciences,1,1269,,Female,57,4,1,Research Scientist,4.0,,,21221,1,Y,Yes,12,,4,80,0,1.0,2,3,,0,0,1
,No,Travel_Rarely,373,,1,,Life Sciences,1,1270,4.0,Male,47,3,1,Research Scientist,,,1223.0,16901,1,Y,No,22,4.0,4,80,1,,2,3,,0,0,1
25.0,Yes,Travel_Frequently,599,Sales,24,1.0,Life Sciences,1,1273,3.0,Male,73,1,1,,,,,8040,1,Y,Yes,14,3.0,4,80,0,1.0,4,3,,0,1,0
26.0,No,Travel_Rarely,583,,4,2.0,Life Sciences,1,1275,3.0,Male,53,3,1,Research Scientist,,Single,,9973,1,Y,Yes,20,4.0,2,80,0,8.0,2,2,,5,2,2
45.0,,Travel_Rarely,1449,Sales,2,3.0,Marketing,1,1277,,Female,94,1,5,,2.0,,18824.0,2493,2,Y,Yes,16,3.0,1,80,0,,2,3,24.0,10,1,11
55.0,,Non-Travel,177,,8,1.0,Medical,1,1278,4.0,Male,37,2,4,,,Divorced,,25592,1,Y,Yes,15,,4,80,1,34.0,3,3,33.0,9,15,0
,,Travel_Frequently,251,,10,2.0,Life Sciences,1,1279,,Female,45,2,1,,3.0,Single,2625.0,25308,1,Y,No,20,,3,80,0,,2,1,2.0,2,2,2
46.0,No,Travel_Rarely,168,Sales,4,2.0,Marketing,1,1280,,Female,33,2,5,,,Married,,9946,2,Y,No,14,3.0,3,80,1,26.0,2,3,,4,0,8
34.0,No,Travel_Rarely,131,,2,3.0,Marketing,1,1281,3.0,Female,86,3,2,Sales Executive,1.0,,4538.0,6039,0,Y,Yes,12,3.0,4,80,0,4.0,3,3,3.0,2,0,2
,No,Travel_Frequently,237,Sales,9,,Life Sciences,1,1282,4.0,Male,83,3,5,Manager,,,19847.0,19196,4,Y,Yes,24,4.0,1,80,1,31.0,5,2,,10,11,10
,No,Travel_Rarely,1429,Research & Development,18,4.0,Medical,1,1283,,Male,67,3,3,Manufacturing Director,4.0,Single,,20002,6,Y,No,12,3.0,4,80,0,25.0,6,2,9.0,7,5,4
,,Travel_Frequently,135,Research & Development,19,,Medical,1,1285,3.0,Female,46,3,2,Laboratory Technician,2.0,,,22534,4,Y,No,13,3.0,3,80,2,15.0,2,4,,8,5,10
28.0,,Travel_Frequently,791,,1,,Medical,1,1286,,Male,44,3,1,Laboratory Technician,3.0,,2154.0,6842,0,Y,Yes,11,3.0,3,80,0,5.0,2,2,4.0,2,0,2
44.0,No,Travel_Rarely,1199,,4,2.0,Life Sciences,1,1288,,Male,92,4,5,Manager,1.0,,19190.0,17477,1,Y,No,14,,4,80,2,26.0,4,2,,9,14,13
,,Travel_Frequently,648,,11,,Life Sciences,1,1289,3.0,Male,56,2,2,Human Resources,,Married,4490.0,21833,4,Y,No,11,3.0,4,80,2,,5,4,10.0,9,1,8
35.0,No,Travel_Rarely,735,Research & Development,6,1.0,Life Sciences,1,1291,3.0,Male,66,3,1,,3.0,Married,,6020,0,Y,Yes,14,3.0,4,80,0,4.0,3,3,,2,2,2
42.0,No,Travel_Rarely,603,Research & Development,7,,Medical,1,1292,2.0,Female,78,4,2,Research Scientist,2.0,Married,2372.0,5628,6,Y,Yes,16,3.0,4,80,0,18.0,2,3,1.0,0,0,0
,,Travel_Rarely,531,,4,4.0,Marketing,1,1293,4.0,Female,56,2,3,,4.0,,10231.0,20364,3,Y,No,14,3.0,4,80,0,23.0,3,4,21.0,7,15,17
,No,Travel_Rarely,429,,2,,Life Sciences,1,1294,,Female,53,3,2,,,,5410.0,2323,9,Y,Yes,11,,4,80,0,18.0,2,3,16.0,14,5,12
,Yes,Travel_Rarely,621,Research & Development,15,,Medical,1,1295,1.0,Female,73,3,3,,4.0,Married,7978.0,14075,1,Y,No,11,,4,80,1,10.0,2,3,10.0,7,0,5
28.0,No,Travel_Frequently,193,Research & Development,2,3.0,Life Sciences,1,1296,4.0,Male,52,2,1,Laboratory Technician,4.0,Married,,14222,1,Y,Yes,12,3.0,2,80,1,2.0,2,3,2.0,2,2,2
,No,Travel_Frequently,968,Research & Development,6,2.0,Medical,1,1297,,Female,40,2,1,Laboratory Technician,3.0,Single,2838.0,4257,0,Y,No,14,3.0,2,80,0,8.0,6,2,,0,7,7
,No,Non-Travel,879,,9,2.0,Medical,1,1298,3.0,Female,72,3,2,,3.0,Single,,12858,7,Y,Yes,18,3.0,3,80,0,10.0,3,3,8.0,4,1,7
29.0,,Travel_Rarely,806,Research & Development,7,3.0,Technical Degree,1,1299,,Female,39,3,1,,3.0,,,17285,3,Y,Yes,13,3.0,1,80,2,10.0,2,3,7.0,7,7,7
28.0,,Travel_Rarely,640,Research & Development,1,,Technical Degree,1,1301,4.0,Male,84,3,1,,,Single,2080.0,4732,2,Y,No,11,3.0,2,80,0,,2,2,,2,1,2
25.0,No,Travel_Rarely,266,Research & Development,1,,Medical,1,1303,4.0,Female,40,3,1,Research Scientist,2.0,,,18830,1,Y,No,18,3.0,4,80,0,2.0,3,2,2.0,2,2,1
,No,Travel_Rarely,604,Sales,8,3.0,Medical,1,1304,3.0,Male,56,4,2,,4.0,,,11693,1,Y,No,15,3.0,3,80,2,10.0,4,4,10.0,7,0,8
45.0,,Travel_Frequently,364,Research & Development,25,3.0,Medical,1,1306,2.0,Female,83,3,5,Manager,2.0,Single,18061.0,13035,3,Y,No,22,4.0,3,80,0,22.0,4,3,0.0,0,0,0
39.0,,Travel_Rarely,412,Research & Development,13,,Medical,1,1307,3.0,Female,94,2,4,Manager,2.0,Divorced,17123.0,17334,6,Y,Yes,13,,4,80,2,,4,3,19.0,9,15,2
58.0,,Travel_Rarely,848,,23,4.0,Life Sciences,1,1308,1.0,Male,88,3,1,Research Scientist,,Divorced,2372.0,26076,1,Y,No,12,,4,80,2,,3,3,2.0,2,2,2
,Yes,Travel_Rarely,1089,Research & Development,7,2.0,Life Sciences,1,1309,4.0,Male,79,3,2,Laboratory Technician,3.0,,,22845,1,Y,No,18,3.0,1,80,1,10.0,3,3,10.0,4,1,1
39.0,Yes,Travel_Rarely,360,Research & Development,23,3.0,Medical,1,1310,3.0,Male,93,3,1,Research Scientist,1.0,Single,,22154,0,Y,No,13,3.0,1,80,0,,2,3,5.0,2,0,3
30.0,No,Travel_Rarely,1138,,6,,Technical Degree,1,1311,1.0,Female,48,2,2,Laboratory Technician,,,,23631,0,Y,No,12,3.0,1,80,1,10.0,6,3,,2,6,7
,,Travel_Rarely,325,Research & Development,10,,Technical Degree,1,1312,,Female,63,3,3,,,,7094.0,5747,3,Y,No,12,,1,80,0,10.0,0,3,,7,1,7
,,Travel_Rarely,991,Human Resources,1,2.0,Life Sciences,1,1314,,Female,44,3,1,Human Resources,,,3423.0,22957,6,Y,No,12,3.0,3,80,0,,3,4,7.0,6,5,7
28.0,No,Non-Travel,1476,Research & Development,1,3.0,Life Sciences,1,1315,3.0,Female,55,1,2,,4.0,,6674.0,16392,0,Y,No,11,3.0,1,80,3,10.0,6,3,9.0,8,7,5
,,Travel_Rarely,1322,,28,,Life Sciences,1,1317,,Female,43,3,4,,1.0,,16880.0,22422,4,Y,Yes,11,3.0,2,80,0,,2,3,,2,1,2
40.0,Yes,Travel_Rarely,299,Sales,25,4.0,Marketing,1,1318,4.0,Male,57,2,3,,,Single,,17235,2,Y,Yes,12,,3,80,0,9.0,2,3,,4,1,0
52.0,Yes,Travel_Rarely,1030,Sales,5,,Life Sciences,1,1319,2.0,Male,64,3,3,,2.0,Single,8446.0,21534,9,Y,Yes,19,,3,80,0,10.0,2,2,8.0,7,7,7
,No,Travel_Rarely,634,,17,,Medical,1,1321,2.0,Female,95,3,3,Manager,,Married,11916.0,25927,1,Y,Yes,23,,4,80,2,9.0,2,3,9.0,1,0,8
,,Travel_Rarely,524,,18,,Life Sciences,1,1322,,Male,32,3,2,Manufacturing Director,3.0,,4534.0,13352,0,Y,No,11,,1,80,0,,6,3,,7,1,7
,,Non-Travel,587,Sales,2,4.0,Life Sciences,1,1324,,Female,57,3,3,Sales Executive,3.0,Divorced,9852.0,8935,1,Y,Yes,19,3.0,1,80,1,10.0,5,2,10.0,8,9,6
41.0,No,Non-Travel,256,Sales,10,,Medical,1,1329,3.0,Male,40,1,2,Sales Executive,,Single,,22074,1,Y,No,13,3.0,1,80,0,,4,3,19.0,2,11,9
31.0,Yes,Travel_Frequently,1060,Sales,1,,Life Sciences,1,1331,4.0,Female,54,3,1,Sales Representative,,Single,2302.0,8319,1,Y,Yes,11,3.0,1,80,0,,2,4,3.0,2,2,2
44.0,,Travel_Rarely,935,Research & Development,3,,Life Sciences,1,1333,1.0,Male,89,3,1,,,Married,2362.0,14669,4,Y,No,12,,3,80,0,10.0,4,4,,2,1,2
42.0,,Non-Travel,495,Research & Development,2,1.0,Life Sciences,1,1334,,Male,37,3,4,Manager,3.0,Married,,26582,0,Y,Yes,13,3.0,4,80,0,21.0,3,2,,8,2,10
55.0,,Travel_Rarely,282,Research & Development,2,,Medical,1,1336,4.0,Female,58,1,5,Manager,,Married,19187.0,6992,4,Y,No,14,3.0,4,80,1,,5,3,19.0,9,9,11
56.0,No,Travel_Rarely,206,,8,4.0,Life Sciences,1,1338,4.0,Male,99,3,5,Manager,,,19717.0,4022,6,Y,No,14,3.0,1,80,0,36.0,4,3,,3,7,7
40.0,No,Non-Travel,458,Research & Development,16,2.0,Life Sciences,1,1340,,Male,74,3,1,,3.0,,3544.0,8532,9,Y,No,16,3.0,2,80,1,,0,3,,2,0,0
,,Travel_Rarely,943,,9,3.0,Life Sciences,1,1344,,Male,86,3,3,Healthcare Representative,4.0,,8500.0,5494,0,Y,No,11,3.0,4,80,1,,0,2,9.0,7,1,6
,No,Travel_Rarely,523,Research & Development,2,,Life Sciences,1,1346,,Male,98,3,2,Research Scientist,4.0,Single,,22455,1,Y,No,13,,3,80,0,,4,3,,8,8,8
41.0,No,Travel_Frequently,1018,,1,,Marketing,1,1349,,Female,66,3,2,,,Divorced,4103.0,4297,0,Y,No,17,3.0,4,80,1,10.0,2,3,,3,1,7
,No,Travel_Frequently,482,,4,,Life Sciences,1,1350,3.0,Male,87,3,2,Research Scientist,3.0,Single,4249.0,2690,1,Y,Yes,11,,2,80,0,9.0,3,3,9.0,6,1,1
51.0,No,Travel_Rarely,770,,5,3.0,Life Sciences,1,1352,3.0,Male,84,3,4,Manager,2.0,Divorced,,17588,1,Y,Yes,11,3.0,2,80,1,33.0,2,3,33.0,9,0,10
,No,Travel_Rarely,1009,Sales,2,2.0,Life Sciences,1,1355,2.0,Female,31,3,2,,1.0,,6893.0,19461,3,Y,No,15,3.0,4,80,1,,3,3,7.0,7,1,7
34.0,No,Travel_Rarely,507,,15,2.0,Medical,1,1356,,Female,66,3,2,Sales Executive,1.0,,6125.0,23553,1,Y,No,12,3.0,4,80,0,,6,4,10.0,8,9,6
25.0,No,Travel_Rarely,882,,19,,Medical,1,1358,4.0,Male,67,3,1,,,Married,,9075,3,Y,No,11,3.0,3,80,3,7.0,6,2,,2,1,2
58.0,Yes,Travel_Rarely,601,Research & Development,7,4.0,Medical,1,1360,,Female,53,2,3,,1.0,,10008.0,12023,7,Y,Yes,14,3.0,4,80,0,,0,2,10.0,9,5,9
40.0,No,Travel_Rarely,329,Research & Development,1,4.0,Life Sciences,1,1361,2.0,Male,88,3,1,Laboratory Technician,2.0,Married,2387.0,6762,3,Y,No,22,4.0,3,80,1,,3,3,,2,0,3
36.0,,Travel_Frequently,607,Sales,7,3.0,Marketing,1,1362,,Female,83,4,2,,1.0,Married,,2261,2,Y,No,16,3.0,4,80,1,17.0,2,2,15.0,7,6,13
48.0,No,Travel_Rarely,855,Research & Development,4,3.0,Life Sciences,1,1363,,Male,54,3,3,,,Single,,18706,1,Y,No,11,,3,80,0,11.0,2,3,,9,0,8
,,Travel_Rarely,1291,Sales,11,3.0,Medical,1,1364,3.0,Female,98,4,1,Sales Representative,4.0,Married,2534.0,6527,8,Y,No,14,3.0,2,80,1,,4,3,1.0,0,0,0
,No,Travel_Rarely,1405,Research & Development,11,2.0,Technical Degree,1,1367,4.0,Female,82,2,4,Manufacturing Director,,Single,,24439,3,Y,No,16,3.0,2,80,0,29.0,1,2,5.0,2,0,3
18.0,,Non-Travel,1124,Research & Development,1,3.0,Life Sciences,1,1368,,Female,97,3,1,Laboratory Technician,4.0,Single,1611.0,19305,1,Y,No,15,,3,80,0,,5,4,0.0,0,0,0
35.0,,Travel_Rarely,817,Research & Development,1,3.0,Medical,1,1369,,Female,60,2,2,,4.0,Married,,10846,0,Y,No,12,,2,80,1,,0,3,9.0,7,0,0
27.0,,Travel_Frequently,793,,2,1.0,Life Sciences,1,1371,,Male,43,1,2,,,,5071.0,20392,3,Y,No,20,4.0,2,80,0,8.0,3,3,,2,0,0
,Yes,Travel_Rarely,267,Sales,13,4.0,Marketing,1,1372,,Male,85,4,4,Sales Executive,3.0,Single,13695.0,9277,6,Y,Yes,17,3.0,3,80,0,24.0,2,2,19.0,7,3,8
56.0,No,Travel_Rarely,1369,Research & Development,23,,Life Sciences,1,1373,4.0,Male,68,3,4,Manufacturing Director,2.0,,13402.0,18235,4,Y,Yes,12,,1,80,1,33.0,0,3,19.0,16,15,9
,No,Non-Travel,999,Research & Development,26,1.0,Technical Degree,1,1374,1.0,Female,92,2,1,,,Divorced,,15891,1,Y,No,20,4.0,3,80,3,5.0,2,3,,4,0,0
40.0,,Travel_Rarely,1202,Research & Development,2,1.0,Medical,1,1375,,Female,89,4,2,Healthcare Representative,3.0,,,13888,5,Y,No,20,,2,80,3,15.0,0,3,12.0,11,11,8
34.0,,Travel_Rarely,285,Research & Development,29,,Medical,1,1377,,Male,86,3,2,Laboratory Technician,3.0,Married,5429.0,17491,4,Y,No,13,,1,80,2,,1,3,,7,7,7
,,Travel_Frequently,703,Sales,2,3.0,Life Sciences,1,1379,,Female,90,2,1,Sales Representative,,,2785.0,11882,7,Y,No,14,3.0,3,80,0,3.0,3,4,1.0,0,0,0
,Yes,Travel_Frequently,662,Sales,18,4.0,Marketing,1,1380,4.0,Female,67,3,2,Sales Executive,3.0,,4614.0,23288,0,Y,Yes,18,3.0,3,80,1,5.0,0,2,4.0,2,3,2
,No,Travel_Frequently,693,Research & Development,7,3.0,Life Sciences,1,1382,,Male,57,4,1,Research Scientist,,,2610.0,15748,1,Y,No,11,3.0,4,80,3,,2,3,4.0,2,0,3
34.0,No,Travel_Rarely,404,Research & Development,2,,Technical Degree,1,1383,3.0,Female,98,3,2,Healthcare Representative,,,6687.0,6163,1,Y,No,11,,4,80,0,,2,4,,11,4,11
,No,Travel_Rarely,736,Sales,26,3.0,Life Sciences,1,1387,3.0,Male,48,2,2,,1.0,Married,,24232,1,Y,No,11,,3,80,1,5.0,0,3,,3,0,4
31.0,,Travel_Rarely,330,Research & Development,22,4.0,Medical,1,1389,,Male,98,3,2,Manufacturing Director,3.0,Married,,21057,1,Y,Yes,15,3.0,4,80,2,10.0,3,2,10.0,2,6,7
39.0,No,Travel_Rarely,1498,,21,4.0,Life Sciences,1,1390,1.0,Male,44,2,2,,4.0,,6120.0,3567,3,Y,Yes,12,,4,80,2,8.0,2,4,,4,1,4
,,Travel_Frequently,541,Sales,2,3.0,Marketing,1,1391,2.0,Male,52,3,3,Sales Executive,2.0,,10596.0,15395,2,Y,No,11,3.0,2,80,0,,5,3,4.0,2,3,2
41.0,No,Travel_Frequently,1200,Research & Development,22,3.0,Life Sciences,1,1392,,Female,75,3,2,,4.0,Divorced,,13953,3,Y,Yes,14,3.0,1,80,2,12.0,4,2,6.0,2,3,3
,No,Travel_Rarely,1439,,4,1.0,Life Sciences,1,1394,3.0,Male,54,3,1,Research Scientist,,Married,2996.0,5182,7,Y,Yes,15,,4,80,0,8.0,2,3,6.0,4,1,3
33.0,No,Travel_Frequently,1111,Sales,5,1.0,Life Sciences,1,1395,,Male,61,3,2,,4.0,Married,,19293,6,Y,No,13,,1,80,0,8.0,2,4,5.0,4,1,2
,,Travel_Rarely,499,,2,1.0,Marketing,1,1396,,Male,36,3,2,,,,,20497,0,Y,Yes,13,,1,80,3,4.0,3,2,3.0,2,1,2
,,Non-Travel,1485,Research & Development,25,2.0,Life Sciences,1,1397,,Male,71,3,3,,3.0,,10920.0,3449,3,Y,No,21,,2,80,1,,2,3,6.0,4,0,5
25.0,,Travel_Rarely,1372,Sales,18,,Life Sciences,1,1399,,Male,93,4,2,,,Married,6232.0,12477,2,Y,No,11,,2,80,0,6.0,3,2,,2,1,2
52.0,No,Travel_Frequently,322,Research & Development,28,2.0,Medical,1,1401,4.0,Female,59,4,4,Manufacturing Director,,Married,13247.0,9731,2,Y,Yes,11,3.0,2,80,1,,3,2,,3,0,2
43.0,No,Travel_Rarely,930,Research & Development,6,,Medical,1,1402,1.0,Female,73,2,2,Research Scientist,3.0,Single,,20003,1,Y,Yes,14,3.0,1,80,0,20.0,3,1,20.0,7,1,8
27.0,No,Travel_Rarely,205,Sales,10,3.0,Marketing,1,1403,4.0,Female,98,2,2,,,Married,5769.0,7100,1,Y,Yes,11,,4,80,0,,3,3,6.0,2,4,4
,Yes,Travel_Rarely,135,Research & Development,17,4.0,Life Sciences,1,1405,,Female,51,3,1,,,Single,2394.0,25681,1,Y,Yes,13,3.0,4,80,0,8.0,2,3,8.0,2,7,7
26.0,No,Travel_Rarely,683,Research & Development,2,1.0,Medical,1,1407,1.0,Male,36,2,1,,4.0,Single,3904.0,4050,0,Y,No,12,,4,80,0,5.0,2,3,4.0,3,1,1
42.0,,Travel_Rarely,1147,Human Resources,10,,Human Resources,1,1408,,Female,31,3,4,,,,16799.0,16616,0,Y,No,14,,3,80,1,,5,3,20.0,7,0,9
,No,Travel_Rarely,258,Research & Development,8,4.0,Other,1,1409,3.0,Female,54,3,1,,1.0,Married,,17363,9,Y,No,13,,3,80,0,,2,1,,4,0,4
37.0,No,Travel_Rarely,1462,,11,3.0,Medical,1,1411,1.0,Female,94,3,1,Laboratory Technician,3.0,,3629.0,19106,4,Y,No,18,3.0,1,80,0,,6,3,3.0,2,0,2
,No,Travel_Frequently,200,Research & Development,18,,Life Sciences,1,1412,,Male,60,3,3,Manufacturing Director,4.0,Single,9362.0,19944,2,Y,No,11,3.0,3,80,0,,2,3,2.0,2,2,2
25.0,,Travel_Rarely,949,Research & Development,1,,Technical Degree,1,1415,1.0,Male,81,3,1,Laboratory Technician,4.0,,,4910,4,Y,No,11,3.0,2,80,1,7.0,2,2,3.0,2,0,2
,No,Travel_Rarely,652,,7,3.0,Other,1,1417,,Male,100,4,1,Laboratory Technician,1.0,Single,,23577,0,Y,No,12,,4,80,0,8.0,2,3,7.0,7,0,7
,No,Travel_Rarely,332,,17,,Other,1,1419,2.0,Male,51,2,3,Human Resources,,Single,,9769,1,Y,No,13,3.0,1,80,0,10.0,3,2,10.0,9,0,9
,Yes,Travel_Frequently,1475,,28,,Life Sciences,1,1420,,Male,97,2,2,Laboratory Technician,1.0,,,22710,3,Y,No,20,4.0,1,80,0,,2,3,4.0,3,1,3
29.0,Yes,Travel_Frequently,337,Research & Development,14,1.0,Other,1,1421,3.0,Female,84,3,3,,4.0,Single,7553.0,22930,0,Y,Yes,12,3.0,1,80,0,9.0,1,3,,7,7,7
,,Travel_Rarely,971,,1,3.0,Medical,1,1422,,Female,54,3,4,,,Single,17328.0,5652,6,Y,No,19,,4,80,0,29.0,3,2,20.0,7,12,7
,No,Travel_Rarely,1055,Research & Development,1,,Medical,1,1423,,Female,76,3,5,Research Director,,Married,,22456,3,Y,Yes,21,4.0,3,80,1,32.0,3,3,9.0,8,1,5
55.0,No,Travel_Rarely,1136,Research & Development,1,,Medical,1,1424,,Male,81,4,4,,4.0,Divorced,14732.0,12414,2,Y,No,13,3.0,4,80,2,,4,4,7.0,7,0,0
36.0,No,Travel_Rarely,1174,,3,,Marketing,1,1425,1.0,Female,99,3,2,Sales Executive,2.0,,,20763,3,Y,Yes,16,3.0,4,80,0,15.0,3,3,5.0,4,0,1
31.0,Yes,Travel_Frequently,667,Sales,1,4.0,Life Sciences,1,1427,,Female,50,1,1,Sales Representative,3.0,,1359.0,16154,1,Y,No,12,,2,80,0,1.0,3,3,1.0,0,0,0
30.0,,Travel_Rarely,855,,7,4.0,Marketing,1,1428,4.0,Female,73,3,2,Sales Executive,,Divorced,4779.0,12761,7,Y,No,14,3.0,2,80,2,8.0,3,3,3.0,2,0,2
,No,Travel_Rarely,182,Research & Development,8,,Life Sciences,1,1430,1.0,Female,93,3,4,Research Director,2.0,,16422.0,8847,3,Y,No,11,3.0,3,80,0,,3,4,3.0,2,1,0
,No,Travel_Frequently,560,Research & Development,1,4.0,Other,1,1431,4.0,Male,91,3,1,,1.0,Divorced,2996.0,20284,5,Y,No,14,3.0,3,80,2,,2,3,4.0,3,1,3
31.0,Yes,Travel_Rarely,202,,8,3.0,Life Sciences,1,1433,1.0,Female,34,2,1,,2.0,,1261.0,22262,1,Y,No,12,3.0,3,80,0,1.0,3,4,1.0,0,0,0
,No,Travel_Rarely,1377,,11,1.0,Life Sciences,1,1434,2.0,Male,91,3,1,,1.0,Married,2099.0,7679,0,Y,No,14,,2,80,0,6.0,3,4,,0,1,4
36.0,No,Travel_Rarely,172,Research & Development,4,4.0,Life Sciences,1,1435,1.0,Male,37,2,2,Laboratory Technician,4.0,,5810.0,22604,1,Y,No,16,,3,80,0,10.0,2,2,10.0,4,1,8
36.0,No,Travel_Rarely,329,,16,4.0,Marketing,1,1436,3.0,Female,98,2,2,,,,5647.0,13494,4,Y,No,13,3.0,1,80,2,11.0,3,2,3.0,2,0,2
47.0,No,Travel_Rarely,465,,1,3.0,Technical Degree,1,1438,,Male,74,3,1,,,Married,,10205,7,Y,No,12,3.0,3,80,1,17.0,2,2,6.0,5,1,2
,,Travel_Rarely,383,Sales,9,2.0,Life Sciences,1,1439,1.0,Male,68,2,1,,1.0,,4400.0,15182,3,Y,No,12,3.0,1,80,0,6.0,2,3,3.0,2,2,2
37.0,,Non-Travel,1413,,5,,Technical Degree,1,1440,3.0,Male,84,4,1,,3.0,,3500.0,25470,0,Y,No,14,,1,80,0,7.0,2,1,,5,1,3
56.0,No,Travel_Rarely,1255,Research & Development,1,2.0,Life Sciences,1,1441,1.0,Female,90,3,1,,1.0,Married,2066.0,10494,2,Y,No,22,4.0,4,80,1,5.0,3,4,3.0,2,1,0
47.0,,Travel_Rarely,359,Research & Development,2,,Medical,1,1443,1.0,Female,82,3,4,,3.0,Married,17169.0,26703,3,Y,No,19,,2,80,2,26.0,2,4,20.0,17,5,6
,No,Travel_Rarely,1476,Sales,4,1.0,Medical,1,1445,4.0,Female,42,3,2,,3.0,,4162.0,15211,1,Y,Yes,12,,3,80,2,5.0,3,3,5.0,4,0,3
32.0,,Travel_Rarely,601,Sales,7,5.0,Marketing,1,1446,4.0,Male,97,3,2,,,Married,9204.0,23343,4,Y,No,12,3.0,3,80,1,7.0,3,2,4.0,3,0,3
,No,Travel_Rarely,401,,1,,Life Sciences,1,1447,,Female,86,2,1,Laboratory Technician,,Married,3294.0,3708,5,Y,No,17,3.0,1,80,1,7.0,2,2,,4,0,2
,,Travel_Rarely,1283,Research & Development,5,5.0,Medical,1,1448,,Male,90,4,1,,,,2127.0,5561,2,Y,Yes,12,3.0,1,80,0,,5,2,4.0,2,0,3
,No,Non-Travel,663,,9,4.0,Other,1,1449,,Male,81,3,2,,3.0,Divorced,3975.0,23099,3,Y,No,11,,3,80,2,11.0,2,4,,7,0,7
31.0,No,Travel_Rarely,326,Sales,8,2.0,Life Sciences,1,1453,,Male,31,3,3,Sales Executive,4.0,,,8386,1,Y,No,18,,1,80,1,13.0,5,3,13.0,7,9,9
